metric_id,country_id,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,hiv_aids,schooling
576,576,2004,67.2,21,30,37,0.1,9.8
577,577,2002,74,14,30,37,0.1,9.1
578,578,2000,39,533,29,48,1.2,6.7
579,579,2010,52.4,527,29,44,15.7,10
580,580,2008,46.2,441,29,44,1.9,8.3
581,581,2013,56.7,394,29,42,6.3,10.7
582,582,2004,51.4,383,29,45,3.8,0
583,583,2003,58,383,29,46,3.5,0
584,584,2011,58.2,366,29,44,6.3,12
585,585,2012,59.2,349,29,43,5.6,12.3
586,586,2013,63,328,29,42,4.8,12.5
587,587,2009,57.3,297,29,46,2.3,8.1
588,588,2010,57.8,291,29,44,2.2,8.3
589,589,2014,65.1,225,29,39,0.3,10.3
590,590,2007,66.6,194,29,38,0.2,10
591,591,2003,75,154,29,35,0.1,11.8
592,592,2005,74.4,136,29,36,0.2,11.1
593,593,2004,74.2,136,29,36,0.2,11
594,594,2009,75,134,29,35,0.1,11.7
595,595,2010,75.2,133,29,35,0.1,11.9
596,596,2011,75.4,131,29,36,0.1,12
597,597,2007,46.6,67,29,46,23.7,9.6
598,598,2003,52,48,29,46,8.1,7.6
599,599,2007,45.3,45,29,45,2.2,8.2
600,600,2013,64.7,23,29,40,0.4,10.3
601,601,2012,75.6,13,29,36,0.1,12.2
602,602,2005,44.6,717,28,43,30.3,9.3
603,603,2011,54.9,464,28,42,13.3,10.1
604,604,2009,47.1,433,28,42,1.7,8.5
605,605,2006,52.5,383,28,43,4.1,0
606,606,2005,51.9,383,28,44,3.9,0
607,607,2014,61.1,314,28,41,4.3,12.5
608,608,2012,58.4,288,28,42,1.9,8.5
609,609,2001,67.4,185,28,34,0.2,10.7
610,610,2004,71.8,139,28,33,0.1,11.8
611,611,2007,74.7,136,28,35,0.2,11.4
612,612,2006,74.6,136,28,35,0.2,11.3
613,613,2008,74.9,135,28,35,0.2,11.6
614,614,2013,75.7,129,28,35,0.1,12.3
615,615,2014,75.9,128,28,35,0.1,12.5
616,616,2015,76,127,28,35,0.1,12.6
617,617,2006,72.8,126,28,34,0.1,11.9
618,618,2002,77,115,28,33,0.1,0
619,619,2001,76.9,115,28,33,0.1,0
620,620,2003,77.2,114,28,33,0.1,0
621,621,2000,76.8,114,28,33,0.1,0
622,622,2006,77.8,113,28,33,0.1,0
623,623,2005,77.5,112,28,33,0.1,0
624,624,2004,77.5,111,28,33,0.1,0
625,625,2011,58.1,29,28,43,2,8.4
626,626,2015,65.5,22,28,38,0.3,10.3
627,627,2006,45.4,7,28,45,26.8,9.5
628,628,2004,44.3,723,27,42,33.6,9.2
629,629,2010,48.1,424,27,40,1.6,8.7
630,630,2007,53.1,381,27,43,4.2,0
631,631,2014,57.6,377,27,40,5.1,10.7
632,632,2008,53.6,377,27,42,4.2,0
633,633,2009,54.3,369,27,42,4.2,0
634,634,2010,55,359,27,41,4,0
635,635,2011,55.4,355,27,41,3.9,4.9
636,636,2014,58.1,299,27,41,0.5,8.6
637,637,2013,58.8,284,27,41,1,8.5
638,638,2000,57.7,274,27,36,2.1,7.2
639,639,2008,67,189,27,35,0.2,10.1
640,640,2002,67.1,186,27,32,0.2,11
641,641,2005,72,139,27,32,0.1,11.4
642,642,2015,61.8,33,27,40,4.1,12.5
643,643,2000,57.5,25,27,50,0.5,5.2
644,644,2008,78.2,18,27,31,0.1,0
645,645,2000,68.6,16,27,32,0.1,8
646,646,2007,78.1,11,27,32,0.1,0
647,647,2003,44.5,715,26,41,36.7,9.5
648,648,2012,56.6,429,26,39,8.8,9.8
649,649,2011,48.9,418,26,38,1.3,8.9
650,650,2004,53.4,397,26,42,7.7,8.2
651,651,2015,58.3,365,26,38,4.8,10.8
652,652,2012,56,347,26,40,3.8,4.9
653,653,2013,56.4,345,26,40,3.6,4.9
654,654,2014,56.6,343,26,39,3.5,4.9
655,655,2015,57.3,332,26,39,3.4,4.9
656,656,2015,59,284,26,40,0.5,8.8
657,657,2001,57.9,251,26,49,0.6,5.4
658,658,2001,69,155,26,30,0.1,8.5
659,659,2006,72.2,139,26,30,0.1,11.4
660,660,2007,73.2,124,26,31,0.1,12.3
661,661,2009,78.5,18,26,31,0.1,0
662,662,2001,45.3,686,25,39,42.1,9.8
663,663,2012,49.7,411,25,35,0.9,9.1
664,664,2013,58,399,25,36,6.8,10.4
665,665,2000,58,386,25,41,5.2,4.5
666,666,2001,51.3,385,25,40,5.3,4.5
667,667,2005,56.5,285,25,39,2.1,8.5
668,668,2004,56.1,285,25,39,2.1,8.1
669,669,2003,55.8,285,25,40,2.1,7.7
670,670,2006,56.8,284,25,39,2,8.7
671,671,2007,57.1,283,25,39,2,8.9
672,672,2002,55.6,283,25,40,2.1,7.3
673,673,2001,55.5,281,25,40,2.1,6.6
674,674,2000,55.4,279,25,40,2,6.4
675,675,2008,57.6,278,25,39,1.8,9.1
676,676,2001,58.5,273,25,33,2.2,7.6
677,677,2009,58.4,259,25,39,1.6,9.3
678,678,2010,58.7,254,25,39,1.4,9.5
679,679,2014,59.7,252,25,39,1.1,10.7
680,680,2002,58.4,252,25,47,0.7,5.7
681,681,2013,59.5,251,25,39,1.2,10.3
682,682,2012,59.3,251,25,39,1.3,10
683,683,2011,59.1,251,25,39,1.4,9.8
684,684,2003,59,251,25,44,0.7,5.9
685,685,2015,60,249,25,39,1,10.7
686,686,2009,67.5,183,25,32,0.2,10.5
687,687,2003,67.2,183,25,30,0.3,11.3
688,688,2007,72.4,138,25,29,0.1,11.8
689,689,2008,73.5,121,25,29,0.1,12.5
690,690,2002,44.8,73,25,40,39.8,10
691,691,2011,78.7,16,25,29,0.1,0
692,692,2002,69.5,15,25,29,0.1,8.8
693,693,2010,78.7,15,25,30,0.1,0
694,694,2000,46,665,24,39,43.5,9.8
695,695,2003,51.9,387,24,38,5.1,4.7
696,696,2002,51.5,387,24,39,5.2,4.4
697,697,2004,52.6,378,24,38,4.8,5.2
698,698,2005,53.4,369,24,37,4.3,5.6
699,699,2006,54.1,361,24,36,3.8,5.9
700,700,2007,54.8,355,24,36,3.4,7.2
701,701,2004,59.7,247,24,42,0.7,6.2
702,702,2005,67.3,192,24,28,0.3,11.7
703,703,2004,67.8,183,24,29,0.3,11.6
704,704,2003,69.9,146,24,28,0.1,9.3
705,705,2008,72.7,135,24,28,0.1,12.1
706,706,2005,55.3,37,24,38,7.1,8.8
707,707,2012,78.8,16,24,28,0.1,0
708,708,2010,36.3,682,23,58,1.9,8.6
709,709,2014,48.1,463,23,32,0.6,9.5
710,710,2014,59.2,371,23,34,6.3,10.3
711,711,2009,56.2,338,23,34,2.4,8.6
712,712,2002,59.3,273,23,29,2.1,8.2
713,713,2005,65,242,23,40,0.7,6.4
714,714,2006,61.3,236,23,38,0.7,6.6
715,715,2006,67.6,185,23,27,0.4,11.8
716,716,2010,68,178,23,30,0.2,11.1
717,717,2004,72,142,23,27,0.1,9.6
718,718,2009,73.3,122,23,27,0.1,12.8
719,719,2009,73.9,118,23,27,0.1,12.5
720,720,2013,54,47,23,33,0.8,9.3
721,721,2008,55.3,35,23,35,2.9,7.9
722,722,2010,56.8,33,23,34,1.9,9.3
723,723,2013,78.9,16,23,27,0.1,0
724,724,2014,79.1,14,23,27,0.1,0
725,725,2015,79.3,13,23,26,0.1,0
726,726,2015,51,413,22,30,0.5,9.5
727,727,2015,67,336,22,32,6.2,10.3
728,728,2006,57.6,328,22,34,6.2,9.3
729,729,2011,57.4,321,22,33,1.5,9.9
730,730,2012,58,312,22,33,1.2,10.3
731,731,2014,59.1,297,22,32,0.7,10.6
732,732,2008,62.8,225,22,34,0.6,7.1
733,733,2008,67.9,184,22,25,0.3,11.9
734,734,2007,67.8,184,22,26,0.3,11.8
735,735,2011,68.4,172,22,27,0.2,12
736,736,2005,77,137,22,26,0.1,9.8
737,737,2006,71,133,22,25,0.1,10
738,738,2011,74.7,93,22,25,0.1,13.1
739,739,2000,65,37,22,26,0.2,12.1
740,740,2013,58.6,33,22,32,1,10.5
741,741,2007,62.1,23,22,36,0.7,6.8
742,742,2010,74.1,16,22,26,0.1,12.9
743,743,2015,59.6,288,21,31,0.7,10.6
744,744,2003,63,268,21,26,1.9,9.3
745,745,2009,63.5,219,21,33,0.5,7.5
746,746,2010,64.3,212,21,32,0.4,7.7
747,747,2009,68,183,21,24,0.2,11.8
748,748,2000,71.3,145,21,25,0.1,10.7
749,749,2007,71.4,128,21,25,0.1,10
750,750,2008,71.8,123,21,24,0.1,10.3
751,751,2010,74.7,119,21,24,0.1,13.6
752,752,2011,74.9,116,21,24,0.1,14
753,753,2010,74.2,116,21,25,0.1,13
754,754,2012,75.1,113,21,24,0.1,14.4
755,755,2013,75.3,112,21,24,0.1,14.4
756,756,2012,75.1,85,21,24,0.1,13.6
757,757,2001,65.1,38,21,25,0.3,12.5
758,758,2015,75.6,19,21,24,0.1,14.4
759,759,2014,75.4,11,21,24,0.1,14.4
760,760,2003,64.6,322,20,22,0.4,13.2
761,761,2002,64.8,313,20,24,0.3,12.8
762,762,2007,59.6,295,20,30,5,10.1
763,763,2013,66,196,20,28,0.3,8.7
764,764,2010,68.3,183,20,23,0.2,11.9
765,765,2012,68.9,167,20,25,0.2,12.3
766,766,2003,71.7,146,20,23,0.1,11.5
767,767,2002,71.6,145,20,23,0.1,11.1
768,768,2001,71.4,145,20,24,0.1,10.9
769,769,2006,73.4,132,20,23,0.1,12.3
770,770,2007,73.8,129,20,23,0.1,12.3
771,771,2008,74.1,126,20,23,0.1,12.6
772,772,2009,74.4,123,20,23,0.1,13.1
773,773,2009,72.3,116,20,23,0.1,10.5
774,774,2011,74.5,114,20,23,0.1,13.8
775,775,2013,75.3,83,20,23,0.1,15
776,776,2000,58.6,35,20,28,5.1,7.8
777,777,2011,64.9,26,20,31,0.4,7.9
778,778,2010,72.8,11,20,23,0.1,10.7
779,779,2012,65.6,2,20,29,0.4,8.3
780,780,2004,64.9,321,19,21,0.3,13.6
781,781,2004,61.5,253,19,24,1.7,9.7
782,782,2014,66.4,192,19,27,0.3,9.1
783,783,2015,66.7,188,19,26,0.3,9.5
784,784,2011,68.5,183,19,22,0.1,12
785,785,2013,69.3,162,19,24,0.1,12.3
786,786,2005,72.9,136,19,22,0.1,12
787,787,2012,74.8,112,19,22,0.1,14.3
788,788,2012,73.6,99,19,22,0.1,11.6
789,789,2014,75.4,83,19,22,0.1,14.9
790,790,2001,58.9,35,19,27,5,7.9
791,791,2002,59.3,33,19,26,4.8,8
792,792,2004,72.3,14,19,23,0.1,11.7
793,793,2011,73.3,14,19,22,0.1,11.2
794,794,2005,65,327,18,20,0.3,13.7
795,795,2008,68,282,18,28,3.7,10.4
796,796,2005,62.9,234,18,22,1.4,10
797,797,2000,71.1,194,18,21,0.8,10.9
798,798,2000,65.4,192,18,25,0.1,0
799,799,2012,68.8,184,18,21,0.1,12
800,800,2000,71.4,167,18,21,0.1,11.3
801,801,2014,69.6,158,18,22,0.1,12.4
802,802,2000,71.4,154,18,24,0.5,13.5
803,803,2013,73.9,97,18,21,0.1,12.1
804,804,2014,74.1,96,18,21,0.1,12.1
805,805,2015,75.5,83,18,21,0.1,14.8
806,806,2004,58.7,32,18,24,4.3,8.1
807,807,2003,59.7,3,18,25,4.6,8.1
808,808,2004,45.7,512,17,26,12,5.7
809,809,2005,45.9,511,17,26,11.2,5.9
810,810,2007,46.8,495,17,26,9,6.2
811,811,2008,47.6,477,17,25,8.3,6.3
812,812,2009,48.6,453,17,25,7.3,6.4
813,813,2010,49.2,446,17,24,6.6,6.6
814,814,2009,61,288,17,25,2.8,10.2
815,815,2007,61.8,266,17,23,2.7,8.4
816,816,2000,67.7,221,17,21,0.2,8.2
817,817,2006,64.1,216,17,21,1.1,10.1
818,818,2001,71.2,194,17,20,0.8,11.2
819,819,2013,69.1,185,17,19,0.1,12
820,820,2001,71.5,165,17,21,0.1,11.4
821,821,2015,69.2,165,17,21,0.1,12.2
822,822,2002,71.8,163,17,20,0.1,11.5
823,823,2001,72.4,142,17,22,0.5,13.4
824,824,2015,74.3,95,17,20,0.1,12.1
825,825,2002,45.6,58,17,25,13.4,5.4
826,826,2006,46.3,56,17,26,10,6
827,827,2001,45.6,54,17,25,13.9,5.3
828,828,2003,45.7,51,17,26,12.8,5.6
829,829,2005,65,29,17,24,3.9,8.2
830,830,2006,61.1,28,17,23,3.3,8.3
831,831,2013,75.2,19,17,20,0.1,14.4
832,832,2006,66.4,3,17,20,0.3,13.8
833,833,2013,49.9,451,16,23,5.1,7.1
834,834,2011,49.8,443,16,24,5.8,6.8
835,835,2012,53,439,16,23,5.1,7.1
836,836,2007,67.3,282,16,19,0.3,13.8
837,837,2008,67.5,278,16,18,0.3,13.9
838,838,2008,62.1,259,16,22,2.4,8.4
839,839,2009,62.5,251,16,21,2,8.5
840,840,2001,68.4,211,16,20,0.3,8.5
841,841,2008,65.6,199,16,18,0.7,10.5
842,842,2002,71.4,192,16,19,0.7,11.5
843,843,2014,69.2,184,16,18,0.1,12.1
844,844,2001,66.6,177,16,21,0.1,0
845,845,2004,72.8,148,16,19,0.1,11.3
846,846,2002,72.6,144,16,20,0.4,13.9
847,847,2000,46,49,16,25,14.3,5.2
848,848,2010,62.8,26,16,23,2.3,10
849,849,2007,65,24,16,20,0.9,10.3
850,850,2002,69.3,21,16,20,0.3,8.8
851,851,2014,75.5,17,16,19,0.1,14.5
852,852,2003,72.4,15,16,19,0.1,11.6
853,853,2014,58,437,15,22,4.5,7.1
854,854,2015,52.5,397,15,21,4.4,7.1
855,855,2005,55,357,15,22,5,10.1
856,856,2004,54.9,355,15,22,5.1,10
857,857,2003,54.7,355,15,22,5.2,9.9
858,858,2002,54.7,351,15,22,5.3,9.7
859,859,2006,55.7,345,15,22,5,10.2
860,860,2009,68.2,261,15,18,0.3,14
861,861,2012,62.3,259,15,20,0.8,8.9
862,862,2011,62.3,259,15,20,1.5,8.7
863,863,2010,68.4,256,15,17,0.2,13.7
864,864,2000,62.6,243,15,20,0.1,13.3
865,865,2009,66.1,195,15,17,0.6,10.5
866,866,2003,71.7,189,15,18,0.6,11.8
867,867,2015,69.4,184,15,17,0.1,12.1
868,868,2003,72.1,152,15,19,0.4,13.3
869,869,2006,73.1,147,15,17,0.1,11.5
870,870,2005,73.1,144,15,18,0.1,11.1
871,871,2003,69.4,24,15,19,0.4,9
872,872,2004,69.6,21,15,18,0.4,9.3
873,873,2015,75.8,16,15,18,0.1,14.5
874,874,2001,54.6,345,14,22,5.3,9.4
875,875,2008,56.2,344,14,22,4.8,10.1
876,876,2007,55.9,344,14,22,5.1,10.6
877,877,2000,54.6,339,14,22,5.1,9.3
878,878,2009,56.7,336,14,22,4.3,10.6
879,879,2001,51.5,333,14,20,3.1,10.5
880,880,2010,57.4,323,14,21,3.8,11
881,881,2012,58.9,294,14,21,1.7,12
882,882,2013,59.4,287,14,20,1.5,12
883,883,2000,58.1,278,14,20,0.1,8
884,884,2013,62.7,253,14,19,0.5,9.1
885,885,2011,63.8,247,14,20,1.3,10.2
886,886,2014,63.1,245,14,19,0.5,9.1
887,887,2011,69.4,242,14,17,0.3,14
888,888,2001,63.3,238,14,19,0.1,13.7
889,889,2012,69.6,237,14,16,0.3,14.3
890,890,2002,63.9,234,14,18,0.1,14
891,891,2013,70,229,14,16,0.2,14.6
892,892,2000,63.7,198,14,17,0.3,9.6
893,893,2010,66.6,192,14,16,0.5,10.6
894,894,2004,71.6,189,14,16,0.5,11.9
895,895,2002,67.6,167,14,18,0.1,0
896,896,2004,72.2,151,14,18,0.4,12.8
897,897,2008,73.5,146,14,16,0.1,12.2
898,898,2007,73.5,144,14,17,0.1,11.9
899,899,2000,51.9,39,14,20,3.1,8.7
900,900,2011,58.3,34,14,21,2.6,11.5
901,901,2005,69.2,28,14,18,0.4,9.6
902,902,2006,69.7,24,14,17,0.4,9.8
903,903,2015,63.5,24,14,18,0.5,9.1
904,904,2002,56,371,13,19,3.1,10.4
905,905,2015,59.9,287,13,20,1,12
906,906,2014,59.7,285,13,20,1,12
907,907,2001,58.7,271,13,19,0.1,8
908,908,2002,59.3,265,13,18,0.1,8
909,909,2012,64.6,239,13,18,0.7,10.5
910,910,2014,73,225,13,15,0.1,14.9
911,911,2015,75,222,13,15,0.1,15
912,912,2001,64,194,13,16,0.3,9.7
913,913,2007,75,192,13,16,0.4,10.1
914,914,2005,72.5,177,13,15,0.5,12
915,915,2006,73,168,13,15,0.5,12.4
916,916,2005,72.8,148,13,16,0.4,13
917,917,2003,50,42,13,18,3.2,10.3
918,918,2003,64.5,23,13,17,0.2,14.4
919,919,2011,67,19,13,15,0.3,10.7
920,920,2008,79,19,13,15,0.4,10.4
921,921,2009,73.6,15,13,15,0.1,12.4
922,922,2004,54,329,12,17,3.2,10.2
923,923,2005,55.3,316,12,16,3.1,10.1
924,924,2003,59.8,259,12,17,0.1,8.3
925,925,2004,64,252,12,16,0.2,8.6
926,926,2013,65.2,233,12,17,0.5,10.8
927,927,2004,65.1,226,12,16,0.2,14.6
928,928,2005,65.7,222,12,16,0.2,14.4
929,929,2009,76,198,12,15,0.4,10.4
930,930,2010,77,196,12,14,0.4,10.5
931,931,2002,64.3,193,12,15,0.3,9.8
932,932,2012,67.4,186,12,14,0.3,10.7
933,933,2003,68.1,165,12,15,0.1,0
934,934,2007,73.3,165,12,14,0.4,12.3
935,935,2011,74.2,144,12,14,0.1,13
936,936,2002,74.1,138,12,13,0.1,16.3
937,937,2001,74,138,12,13,0.1,15.6
938,938,2000,74.1,137,12,14,0.1,15
939,939,2006,74.2,134,12,15,0.4,13
940,940,2014,65.7,23,12,16,0.4,10.8
941,941,2010,73.6,15,12,15,0.1,12.8
942,942,2000,58.9,335,11,14,1.1,6.2
943,943,2001,59.1,331,11,14,1.3,6.6
944,944,2002,59.3,327,11,14,1.4,6.9
945,945,2003,59.6,321,11,14,1.4,7.2
946,946,2004,59.9,314,11,15,1.5,7.6
947,947,2006,68,299,11,14,1.5,8.2
948,948,2007,61.1,295,11,14,1.4,8.6
949,949,2009,61.6,288,11,14,1.1,9.2
950,950,2005,61,246,11,16,0.2,8.7
951,951,2007,62.1,234,11,15,0.2,9
952,952,2015,66.1,227,11,15,0.4,10.8
953,953,2006,66.2,219,11,15,0.2,14.3
954,954,2007,66.8,216,11,14,0.2,14.1
955,955,2011,71.1,193,11,14,0.4,10.5
956,956,2013,71.4,189,11,13,0.4,10.7
957,957,2012,71.3,189,11,13,0.4,10.6
958,958,2013,67.8,183,11,13,0.2,10.8
959,959,2003,65.2,182,11,14,0.3,10.1
960,960,2014,68.3,179,11,12,0.2,10.9
961,961,2004,65.9,177,11,13,0.3,10.5
962,962,2000,72.5,168,11,13,0.1,10.6
963,963,2004,68.4,165,11,14,0.1,0
964,964,2008,73.5,162,11,13,0.3,12.9
965,965,2013,74.4,145,11,13,0.1,13.3
966,966,2014,74.6,144,11,12,0.1,13.6
967,967,2012,74.3,143,11,13,0.1,13.2
968,968,2008,73.9,138,11,14,0.3,13.2
969,969,2003,74.1,137,11,13,0.1,16.4
970,970,2007,74,133,11,15,0.3,13.2
971,971,2006,75.2,127,11,12,0.1,16.1
972,972,2005,74.9,127,11,12,0.1,16.3
973,973,2005,64,37,11,15,1.5,7.9
974,974,2006,56.7,32,11,15,3,10
975,975,2008,61.4,29,11,14,1.3,8.9
976,976,2006,61.5,24,11,15,0.2,9
977,977,2009,73.7,16,11,12,0.3,13
978,978,2004,74.7,13,11,12,0.1,16.3
979,979,2007,57.9,286,10,14,2.8,9.9
980,980,2010,61.8,286,10,14,1.1,9.6
981,981,2011,62,285,10,13,1,9.9
982,982,2012,62.2,284,10,13,1,9.9
983,983,2008,58.6,281,10,14,2.4,9.8
984,984,2013,62.4,281,10,13,0.8,10
985,985,2014,62.7,278,10,13,0.7,10
986,986,2009,59.2,277,10,13,2.1,9.7
987,987,2015,62.9,275,10,12,0.6,10
988,988,2008,62.6,228,10,14,0.2,9.2
989,989,2009,63.1,223,10,14,0.2,9.4
990,990,2010,63.6,218,10,13,0.3,9.6
991,991,2008,67.4,211,10,13,0.2,14
992,992,2005,65.5,194,10,12,0.3,10.6
993,993,2014,71.7,187,10,13,0.4,10.7
994,994,2015,71.9,186,10,12,0.4,10.7
995,995,2006,65.9,183,10,12,0.3,10.7
996,996,2007,66.1,181,10,12,0.3,10.9
997,997,2008,66.4,178,10,12,0.3,10.8
998,998,2015,68.7,174,10,12,0.2,10.9
999,999,2009,66.7,174,10,12,0.2,11.1
1000,1000,2003,72.4,172,10,12,0.1,11.6
1001,1001,2010,67.3,171,10,12,0.2,11.1
1002,1002,2001,72.5,169,10,12,0.1,10.4
1003,1003,2002,73.1,167,10,12,0.1,11
1004,1004,2011,68.1,166,10,12,0.2,11.1
1005,1005,2006,68.5,165,10,12,0.1,0
1006,1006,2005,68.5,165,10,13,0.1,0
1007,1007,2012,68.8,164,10,12,0.2,11.1
1008,1008,2013,69.3,163,10,11,0.2,11.2
1009,1009,2014,69.6,162,10,11,0.2,11.3
1010,1010,2015,69.7,161,10,11,0.2,11.3
1011,1011,2004,73.3,161,10,11,0.1,11.6
1012,1012,2010,73.9,158,10,12,0.2,13.1
1013,1013,2011,74.1,155,10,11,0.2,13.3
1014,1014,2015,74.8,143,10,12,0.1,13.6
1015,1015,2000,72.6,136,10,12,0.1,10
1016,1016,2001,72.7,135,10,11,0.1,10.1
1017,1017,2007,74.8,129,10,12,0.1,16.3
1018,1018,2009,75.6,126,10,11,0.1,16.5
1019,1019,2008,75.4,126,10,11,0.1,16.3
1020,1020,2010,75.5,121,10,11,0.1,16.8
1021,1021,2009,68,27,10,12,0.2,13.8
1022,1022,2001,72.8,17,10,12,0.1,12
1023,1023,2002,72.9,15,10,11,0.1,12.1
1024,1024,2010,73.7,14,10,12,0.2,13.3
1025,1025,2009,73.8,14,10,13,0.3,13.3
1026,1026,2000,72.6,11,10,12,0.1,11.8
1027,1027,2002,52.6,424,9,14,7.2,9.5
1028,1028,2001,52.7,419,9,14,7.6,9.7
1029,1029,2003,53.2,417,9,14,6.8,9.4
1030,1030,2000,52.9,416,9,14,7.8,9.8
1031,1031,2000,63.9,292,9,10,0.1,12.1
1032,1032,2010,59.7,272,9,13,1.8,9.6
1033,1033,2011,62,266,9,12,1.5,9.5
1034,1034,2012,67,261,9,12,1.2,9.6
1035,1035,2013,61.1,258,9,11,1.1,9.8
1036,1036,2011,64,213,9,13,0.3,9.9
1037,1037,2011,69.3,198,9,11,0.2,13.8
1038,1038,2008,73.2,168,9,10,0.1,13.4
1039,1039,2007,68.5,166,9,12,0.1,0
1040,1040,2009,73.6,166,9,10,0.1,14
1041,1041,2007,73.4,165,9,10,0.1,12.9
1042,1042,2008,68.6,164,9,12,0.1,0
1043,1043,2000,72.8,163,9,11,0.3,12.4
1044,1044,2006,73.6,163,9,11,0.1,12.4
1045,1045,2009,68.7,161,9,11,0.1,0
1046,1046,2012,73.7,161,9,10,0.1,14.1
1047,1047,2013,73.8,159,9,10,0.1,14.2
1048,1048,2001,73.4,158,9,10,0.3,12.4
1049,1049,2014,73.9,158,9,10,0.1,14.2
1050,1050,2011,73.8,158,9,10,0.1,14.1
1051,1051,2010,73.7,158,9,10,0.1,14
1052,1052,2005,73.6,158,9,11,0.1,11.8
1053,1053,2015,74.1,157,9,10,0.1,14.3
1054,1054,2012,74.3,154,9,11,0.1,13.7
1055,1055,2013,74.5,153,9,10,0.1,13.6
1056,1056,2002,72.8,135,9,11,0.1,10.2
1057,1057,2003,73,134,9,11,0.1,10.3
1058,1058,2011,74.5,133,9,12,0.2,13.4
1059,1059,2004,73.2,131,9,10,0.1,10.6
1060,1060,2012,74.9,129,9,11,0.1,13.4
1061,1061,2005,73.5,127,9,10,0.1,11
1062,1062,2007,73.2,99,9,10,0.1,12.7
1063,1063,2008,73.3,98,9,10,0.1,12.8
1064,1064,2004,54.1,48,9,13,6.3,9.2
1065,1065,2012,64.4,28,9,12,0.3,10.2
1066,1066,2013,64.9,23,9,12,0.3,10.4
1067,1067,2010,68.7,22,9,12,0.2,13.8
1068,1068,2000,66.6,16,9,11,0.1,10.1
1069,1069,2003,73,13,9,11,0.1,12.2
1070,1070,2012,75.9,12,9,10,0.1,17.2
1071,1071,2011,75.7,12,9,10,0.1,17.1
1072,1072,2004,73.1,12,9,11,0.1,12.3
1073,1073,2005,73.1,11,9,10,0.1,12.4
1074,1074,2006,73.2,1,9,10,0.1,12.5
1075,1075,2005,55.3,394,8,13,5.9,9.4
1076,1076,2006,56.9,368,8,12,5.5,9.6
1077,1077,2007,58.2,354,8,11,5,9.8
1078,1078,2008,59.4,338,8,11,4.3,10
1079,1079,2014,58.1,329,8,11,0.9,9.9
1080,1080,2006,65,295,8,9,0.1,14.3
1081,1081,2005,64.6,294,8,9,0.1,13.9
1082,1082,2007,65.3,288,8,9,0.1,14.7
1083,1083,2004,64.7,287,8,9,0.1,13.5
1084,1084,2001,64.4,284,8,10,0.1,12.3
1085,1085,2003,64.4,282,8,9,0.1,13.1
1086,1086,2002,64.7,276,8,9,0.1,12.7
1087,1087,2015,61.4,259,8,11,0.9,9.9
1088,1088,2008,66.6,258,8,9,0.1,14.6
1089,1089,2003,63,226,8,12,1.3,6.6
1090,1090,2004,64,224,8,12,1.3,6.7
1091,1091,2005,66,223,8,12,1.3,7.2
1092,1092,2006,69,221,8,12,1.3,7.2
1093,1093,2007,61.2,219,8,12,1.3,7.4
1094,1094,2008,61.4,217,8,12,1.3,7.2
1095,1095,2009,61.7,215,8,12,1.2,7.1
1096,1096,2010,62,214,8,12,1.2,7.6
1097,1097,2011,62.2,212,8,12,1.2,7.7
1098,1098,2014,65.3,199,8,11,0.2,10.6
1099,1099,2012,69.8,194,8,11,0.1,13.8
1100,1100,2015,65.7,194,8,11,0.2,10.8
1101,1101,2013,71,192,8,10,0.1,13.8
1102,1102,2014,74,189,8,10,0.1,13.8
1103,1103,2015,77,186,8,10,0.1,13.8
1104,1104,2010,69,157,8,10,0.1,0
1105,1105,2002,73.6,157,8,10,0.3,12.5
1106,1106,2011,69.4,153,8,10,0.1,0
1107,1107,2014,74.6,152,8,10,0.1,13.6
1108,1108,2001,67.5,151,8,10,0.1,10.4
1109,1109,2005,74.2,151,8,9,0.3,12.8
1110,1110,2003,74.4,151,8,10,0.3,12.6
1111,1111,2004,74.4,148,8,9,0.3,12.7
1112,1112,2015,74.9,148,8,9,0.1,13.6
1113,1113,2006,74.4,144,8,9,0.3,12.8
1114,1114,2014,75.3,125,8,10,0.1,13.4
1115,1115,2013,75.3,125,8,11,0.1,13.4
1116,1116,2015,75.5,123,8,10,0.1,13.4
1117,1117,2006,73.7,123,8,10,0.1,11.4
1118,1118,2008,73.8,122,8,9,0.1,11.6
1119,1119,2007,73.8,121,8,9,0.1,11.5
1120,1120,2013,76,119,8,10,0.1,17.3
1121,1121,2014,76.2,118,8,9,0.1,17.3
1122,1122,2015,76.3,116,8,9,0.1,17.3
1123,1123,2009,73.4,97,8,10,0.1,13
1124,1124,2010,73.7,94,8,9,0.1,13.3
1125,1125,2011,73.9,92,8,9,0.1,13.9
1126,1126,2013,74.3,89,8,9,0.1,15.2
1127,1127,2012,62.5,29,8,12,1.2,7.8
1128,1128,2013,62.7,28,8,12,1.1,8.2
1129,1129,2014,63,26,8,12,0.9,8.5
1130,1130,2015,63.1,25,8,12,0.9,8.5
1131,1131,2012,74.1,9,8,9,0.1,14.5
1132,1132,2000,45.3,593,7,10,1.9,3.9
1133,1133,2001,58.1,345,7,10,2,4.3
1134,1134,2003,58.8,343,7,10,1.9,4.7
1135,1135,2002,58.5,343,7,10,1.9,4.4
1136,1136,2004,59.1,342,7,10,1.8,5
1137,1137,2006,59.7,336,7,9,1.4,5.3
