factor_id,metric_id,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,polio,total_expenditure,diphtheria,gdp,population,income_composition_resources
689,689,9.81,71.01620838,0,27,6.6,99,9.1,99,579.72,5388272,0.878
690,690,3.7,218.5716179,86,0,46.4,87,6.11,86,1175.12,5379328,0.592
691,691,11.34,4801.546125,0,32,53.3,98,9.33,98,33228.69,5375931,0.875
692,692,2.93,63.7481117,98,0,46.7,98,2.12,98,734.43,5366277,0.678
693,693,9.72,591.6691405,0,5,6.2,99,9.5,99,4622.42,5363352,0.874
694,694,11.56,530.4832336,0,11,52.8,97,9.1,97,3751.65,5358783,0.862
695,695,11.69,508.7496912,0,14,52.2,97,8.7,97,3743.56,5339616,0.86
696,696,9.96,579.7384368,0,2,59.8,99,9.2,99,4717.16,5338871,0.878
697,697,10.26,678.88112,0,5,59.4,97,8.35,99,5341.31,5313399,0.876
698,698,0.54,259.1572375,95,19,55.5,95,9.68,95,1812.29,5287488,0.712
699,699,2.75,579.4128244,98,0,45.9,98,1.96,97,6675.26,5267839,0.672
700,700,10.15,524.7775227,0,0,58.6,97,8.38,97,4112.68,5266268,0.869
701,701,7.38,1089.954838,68,32,48.7,65,8.79,65,7548.16,5256516,0.644
702,702,7.6,782.5987144,74,5857,46.4,75,8.39,76,5888.63,5255813,0.622
703,703,1,1.995182912,0,363,17.5,58,4.7,59,28.83,5251472,0.428
704,704,0,0,89,6,23.8,89,,89,1194.59,5243669,0.552
705,705,9.89,4508.806185,0,0,57.6,96,8.21,98,37636.11,5228172,0.869
706,706,4.07,38.61473209,0,586,18.4,66,11.69,73,263.76,5199549,0.322
707,707,0.55,248.697463,97,61,54.8,97,9.9,99,1728.27,5193482,0.706
708,708,3.5,2.092343893,85,0,44.2,85,5.71,85,11.15,5171734,0.577
709,709,0.3,17.48293752,92,190,19.8,9,1.92,9,987.74,5155896,0.515
710,710,6.06,177.6382878,0,3,6.8,93,9.72,93,975.50,5137232,0.945
711,711,4.06,36.59114895,0,568,17.9,54,11.96,53,249.94,4957216,0.306
712,712,2.4,34.23979419,96,0,42.7,96,1.93,96,394.47,4935762,0
713,713,6.59,15268.06445,0,3,58.9,93,9.26,93,87646.75,4889252,0.936
714,714,6.68,142.3749426,0,2,58.5,94,9.49,94,817.78,4828726,0.936
715,715,8.5,732.1255305,83,81,44.3,79,7.57,82,5631.73,4823384,0.609
716,716,5.92,21.22386354,77,411,55.7,99,6.93,97,148.52,4781295,0.691
717,717,6.75,1707.130633,0,4,58,94,8.4,94,9688.60,4768212,0.936
718,718,3.45,384.5129138,91,1,59.5,91,9.31,91,1647.44,4757575,0.768
719,719,2.85,2.19888585,99,0,4.7,99,3.51,99,174.51,4754641,0
720,720,4.21,33.34691455,0,649,17.5,38,11.83,38,227.78,4739147,0.302
721,721,0.35,2.511437292,0,845,13.6,88,1.84,82,193.19,4695462,0.417
722,722,7.99,29.38172706,96,42724,56.8,99,6.39,98,233.19,4678775,0.716
723,723,9.35,4255.781693,96,1204,64.8,97,9.39,97,28562.29,4677355,0.871
724,724,0,0,95,4,62.8,95,,95,6664.14,4676835,0.92
725,725,2.88,179.6156482,97,1,39.4,66,3.85,83,1283.89,4655741,0
726,726,3.34,2568.237059,91,0,57.5,9,9.56,91,9985.37,4654122,0.758
727,727,0.01,42.98847625,96,154,66,97,9.3,97,296.47,4648882,0.877
728,728,4.37,184.3073618,85,6,55,85,6.64,85,7227.74,4646646,0.7
729,729,6.37,11792.53465,0,0,56.5,91,8.89,91,66775.39,4623291,0.929
730,730,10.75,746.3670453,95,33,62.1,96,7.78,96,5553.33,4617225,0.91
731,731,10.49,703.5527332,95,51,61.3,96,8.1,96,5234.77,4598294,0.902
732,732,10.24,5596.535203,97,297,62.3,97,8.8,97,35578.74,4595416,0.854
733,733,4.28,113.2436346,88,0,54.2,88,6.76,88,625.66,4591897,0.695
734,734,1.57,835.0626827,81,9,64,75,7.12,81,8734.97,4588368,0.758
735,735,11.49,6616.695125,95,107,6.5,95,8.32,95,49231.36,4586897,0.895
736,736,11.72,6386.95437,95,285,59.7,95,8.15,95,52567.53,4576794,0.909
737,737,11.12,1934.398154,77,152,57.6,95,7.21,95,14676.77,4567864,0.82
738,738,6.04,880.7380617,0,8,55.3,92,9.85,92,5111.65,4564855,0.918
739,739,3.97,20.39568283,0,3575,17.2,46,13.63,44,139.31,4564297,0.292
740,740,5.89,749.6823382,0,5,54.6,93,9.62,93,4361.15,4538159,0.916
741,741,11.41,7620.823456,0,164,58.2,94,9.53,94,51983.79,4535375,0.909
742,742,11.05,510.9327012,96,267,61.7,96,8.36,96,3279.41,4522683,0.849
743,743,2.9,88.2436347,0,113,37.5,98,3.94,97,643.18,4516131,0
744,744,0,0,22,105,61.3,51,,23,2124.66,4515429,0.748
745,745,0.01,53.43964323,47,210,22.1,47,4.2,47,377.13,4515392,0.345
746,746,5.49,6356.827282,0,4,54,91,8.65,91,38549.59,4513751,0.917
747,747,0.01,52.37766601,23,596,21.6,23,3.82,23,337.48,4499653,0.37
748,748,0,0,52,1060,27.3,52,,52,452.39,4499621,0.427
749,749,4.45,978.07041,92,0,52.8,92,6.62,92,5433.72,4491544,0.683
750,750,12.66,9528.230574,0,57,57.4,93,8.64,93,61235.42,4489544,0.908
751,751,4.07,24.88720369,87,0,54.4,8,9.69,86,689.40,4488263,0.747
752,752,1.66,58.52947463,47,679,2.7,47,3.73,47,494.34,4476153,0.361
753,753,1.67,43.48359197,45,2,2.2,46,3.9,45,446.44,4448525,0.352
754,754,12.1,206.8868182,97,7,6.6,97,8.25,97,1355.75,4417781,0.803
755,755,13.59,9797.552661,0,64,56.6,92,7.57,92,61388.17,4398942,0.902
756,756,8.41,1413.73543,9,0,58.6,94,6.66,93,8953.36,4382389,0.792
757,757,4.2,150.8891479,89,0,52.4,89,8.37,89,612.62,4369469,0.734
758,758,1.52,67.34137528,0,12,19.4,46,4.3,45,456.86,4345386,0.338
759,759,1.58,805.3956346,81,12,63.5,75,7.19,81,8763.83,4337141,0.752
760,760,8.35,1133.558003,91,2,61,99,5.2,91,12969.77,4296739,0.822
761,761,0.01,45.04892458,76,0,26.1,75,9.25,76,454.12,4286291,0.419
762,762,13.44,9126.931178,0,87,55.8,91,7.22,91,54326.97,4273591,0.896
763,763,11.49,1851.713262,98,2,61.9,96,7.8,96,13235.98,4267558,0.815
764,764,12.39,1899.107385,96,0,62.5,96,7.83,96,13574.75,4255689,0.817
765,765,4.1,1002.833273,9,1,5.3,91,7.74,91,4697.11,4247841,0.723
766,766,12.14,1884.098811,95,0,63.1,95,7.8,95,13467.47,4238389,0.82
767,767,0.49,11.76572311,94,0,15.1,94,3.69,94,326.83,4232636,0.406
768,768,1.62,8.140373615,81,22,63,75,7.42,81,84.27,4183156,0.746
769,769,0,0,73,1,3.8,67,,73,1158.26,4182341,0.513
770,770,0.01,48.09891474,8,43,25.6,8,1.19,8,415.36,4181563,0.416
771,771,13.31,973.681333,0,95,55.1,9,7.27,9,5886.83,4159914,0.889
772,772,1.23,11.42385961,91,55,14.7,91,3.29,91,317.33,4153332,0.405
773,773,1.73,56.58984221,9,95,18.9,9,3.97,9,967.35,4135152,0.523
774,774,4.04,1070.268999,86,1,48.3,88,8.45,88,4167.71,4125971,0.715
775,775,8.16,1105.659031,85,0,58,92,6.49,91,7193.62,3997224,0.788
776,776,4.29,868.3713593,8,0,46.4,92,7.25,91,3981.53,3996798,0.708
777,777,13.24,675.2134725,0,584,53.6,86,7.5,86,4117.16,3996521,0.87
778,778,1.94,630.0540723,77,618,6.8,74,8.42,77,5339.44,3986852,0
779,779,1.49,46.11619441,0,652,17.5,44,4.31,47,286.26,3981665,0.316
780,780,0.01,973.728675,88,0,54.9,78,5.47,88,6491.52,3973354,0.735
781,781,0,0,73,0,57.8,72,,73,13134.44,3969249,0.785
782,782,7.75,961.1774676,84,0,57.5,92,6.68,91,5878.76,3955889,0.782
783,783,3.64,41.91052416,47,2200,24.5,71,11.87,7,327.43,3948125,0.403
784,784,14.17,5092.383814,0,243,52.9,83,6.85,83,32539.19,3931947,0.862
785,785,4.34,94.17819458,89,0,45.4,8,7.12,88,388.36,3925443,0.702
786,786,1.55,37.59039592,22,1374,0,78,3.18,78,679.75,3911914,0.423
787,787,0.58,127.7632005,95,1217,49.9,97,5.23,97,2191.48,3869346,0.575
788,788,14.27,4264.579203,0,241,52.2,84,6.6,84,28223.56,3866243,0.857
789,789,0,0,93,3585,0,93,,93,2513.88,3864783,0.488
790,790,2.1,618.3614858,75,213,6.2,74,8.91,75,5424.22,3863267,0
791,791,10.93,250.0773782,98,0,59.1,96,6.7,99,13893.19,3863255,0.829
792,792,10.81,230.040097,97,71,59.7,95,6.62,99,13145.15,3863164,0.834
793,793,0.64,10.26097341,84,24,13.6,98,3.14,98,287.42,3858623,0
794,794,10.59,220.4916851,98,13,58.4,96,6.88,99,12599.52,3842794,0.822
795,795,7.62,57.58467352,73,0,55.7,95,8.22,96,333.44,3839379,0.77
796,796,6.89,1694.467075,8,0,56.3,81,8.9,8,11685.98,3838462,0.773
797,797,7.74,466.7383106,95,133,53.6,98,5.86,98,4981.20,3824876,0.784
798,798,8.02,516.0554391,98,34,54,98,6.32,99,5196.93,3823364,0.79
799,799,10.7,1299.159757,98,115,57.8,96,7.12,99,11527.59,3815163,0.818
800,800,10.71,243.808475,96,0,61.1,94,6.35,98,14341.68,3811735,0.85
801,801,3.75,5.592170255,64,6,24,84,14.39,81,33.67,3811528,0.4
802,802,7.81,470.1869145,66,0,55.1,94,8.31,93,2579.19,3788937,0.776
803,803,4.25,3.479918859,36,28,49.9,87,9.4,84,265.64,3781287,0
804,804,4.82,38.25414065,9,17,51,91,8.28,87,344.32,3779468,0.697
805,805,4.14,39.86518043,0,18,49.4,87,7.94,87,2214.73,3779247,0
806,806,6.95,201.7490628,85,0,55.6,87,7.25,85,1589.83,3772938,0.765
807,807,3.85,143.2947487,0,0,48.2,92,7.16,91,1524.41,3771284,0
808,808,5.13,66.04635027,88,8,52.1,92,8.58,91,575.32,3763599,0.71
809,809,7.68,1349.025282,0,6,54,88,9.21,83,7669.27,3757452,0.764
810,810,1.51,30.78382657,0,3207,16.5,38,4.24,37,243.54,3754986,0.312
811,811,7.76,123.0128671,0,0,54.6,85,9.38,83,717.69,3747159,0.771
812,812,4.75,645.021302,9,22,52.6,9,9.64,9,4697.90,3746561,0.716
813,813,0.56,6.913998013,91,376,13.3,95,3.5,93,232.79,3738265,0
814,814,0,0,99,1318,4.6,99,,99,9643.64,3723155,0.787
815,815,0.01,79.27658464,75,234,28.1,73,2.87,75,1393.26,3717672,0.487
816,816,0.01,78.1842153,67,2787,17.6,67,8.52,67,669.96,3696958,0.463
817,817,4.64,7.959131146,88,10,53.7,89,9.71,88,55.16,3688865,0.711
818,818,3.88,40.03344077,64,1,23.4,79,11.83,75,232.62,3662993,0.394
819,819,1.82,39.55677502,76,153,16.4,7,4.36,76,519.80,3648288,0.474
820,820,6.94,1199.319976,94,0,54.2,95,8.5,94,7937.26,3643222,0.756
821,821,0.01,92.88697859,78,2027,17.2,82,7.58,78,647.75,3636796,0.477
822,822,0.83,0.703132179,86,460,13.1,92,4.2,9,21.77,3614639,0
823,823,0.01,220.522192,92,8523,0,92,8.2,92,1892.89,3599192,0.468
824,824,10.22,94.49686776,82,3312,16.7,82,9.9,82,584.40,3593648,0.477
825,825,0,0,55,195,67,91,,91,43315.74,3584861,0.919
826,826,6.87,1092.155356,85,0,53.4,85,7.56,85,7429.63,3579385,0.755
827,827,1.43,36.29775249,73,20,15.9,73,4.29,73,458.88,3574931,0.461
828,828,5.38,946.6521165,88,0,54.2,71,5.23,88,6583.12,3565716,0.731
829,829,0.5,352.0636419,94,107,52.8,94,5.36,95,3868.83,3546576,0.705
830,830,0,0,82,1677,55.8,74,,82,4574.98,3535961,0.747
831,831,1.98,70.13207838,77,36,59.1,77,1.5,77,5436.60,3522837,0
832,832,6.74,956.8229765,86,0,52.7,86,6.75,86,6973.93,3516268,0.75
833,833,4.03,3.686899287,0,1,22.9,67,1.24,65,21.37,3512932,0.383
834,834,9.87,373.2605532,98,19,56.9,92,6.46,94,3297.35,3499536,0.745
835,835,0.61,5.593619538,0,204,12.8,89,3.95,86,215.14,3497124,0
836,836,0.46,43.08717334,91,217,51.8,92,4.2,93,495.25,3486715,0.697
837,837,0,0,99,17,58.5,99,,99,2847.29,3483322,0.645
838,838,8.3,9748.636237,7,10,65.3,99,1.78,95,52496.69,3475545,0.907
839,839,8.2,971.9280384,7,803,64.7,87,1.82,87,5282.22,3434278,0.903
840,840,0.43,198.7343495,99,10,57.5,99,5.91,99,3154.51,3431882,0.64
841,841,0,0,95,0,64,95,,95,15524.84,3431552,0.794
842,842,6.03,463.6397821,95,0,63.4,95,8.58,95,16737.90,3419546,0.791
843,843,11.29,80.99710054,95,1,57.8,91,6.46,94,555.54,3415213,0.78
844,844,1.49,35.85204668,73,65,15.5,75,4.45,73,436.69,3413852,0.45
845,845,5.77,339.7190493,95,0,62.3,95,8.74,95,1592.68,3396777,0.784
846,846,5.97,417.9117441,95,0,61.8,95,8.55,95,14166.50,3385624,0.78
847,847,4.05,15.79934152,0,20,22.4,66,1.9,6,178.93,3375838,0.377
848,848,6.21,2331.532804,95,0,61.2,95,8.63,95,11938.21,3374415,0.777
849,849,1.99,17.0536929,72,68,0,81,8.4,81,1226.88,3365619,0.456
850,850,6.67,1871.736563,95,0,6.7,95,8.78,95,9415.17,3362755,0.774
851,851,2.19,510.6035166,8,8,58.6,8,1.9,8,5253.12,3359859,0
852,852,6.67,14.47305874,94,0,59.5,94,8.23,94,79.70,3339741,0.76
853,853,5.86,27.46880965,95,0,56.3,93,7.18,95,488.77,3327773,0.746
854,854,5.11,160.8400141,91,0,57,91,6.52,91,3622.52,3325637,0.747
855,855,6.35,152.5448405,96,0,58.3,96,11.15,96,522.95,3325612,0.753
856,856,12.3,913.699529,95,1,58.4,93,5.83,94,7863.16,3322528,0.798
857,857,6.65,645.9583816,92,0,55,92,7.82,9,6871.90,3321245,0.738
858,858,0.02,7.35400072,74,11,25.5,75,3.54,75,113.31,3312665,0.475
859,859,0.45,220.393699,81,3289,47.9,86,3.54,86,2598.98,3283196,0.673
860,860,5.69,527.60848,95,0,49.5,92,8.9,95,4591.89,3269541,0.733
861,861,0.56,183.6592186,98,633,53.6,99,5.86,99,2834.25,3249639,0.603
862,862,0.34,25.0185226,0,15374,47,87,3.6,87,294.34,3243514,0.663
863,863,2.26,404.3879434,83,5,57.9,83,1.86,83,5334.93,3235366,0
864,864,13.4,1581.511914,96,0,59,95,6.22,95,12297.92,3231294,0.812
865,865,0.36,148.5119843,0,5862,46.1,86,3.73,86,1774.34,3199546,0.653
866,866,13.3,1888.149904,96,1,59.3,96,6.61,96,14961.57,3198231,0.82
867,867,1.59,37.04479956,0,9562,0,74,3.39,74,565.57,3186341,0.415
868,868,0.56,100.3638322,95,6399,48.2,97,5.22,97,1948.81,3179285,0.561
869,869,4.24,17.85870796,0,4,21.5,47,8.77,31,149.45,3176414,0.335
870,870,0.17,285.119726,77,15,56.5,8,3.32,79,5854.61,3172753,0.649
871,871,12.4,1446.529217,95,0,59.7,98,7.53,98,11837.39,3162916,0.825
872,872,5.14,885.9858185,95,0,53.6,94,5.18,95,6387.79,3158966,0.725
873,873,5.52,78.80940216,98,0,47.8,99,8.3,99,4126.15,3149265,0.725
874,874,1.51,0.681685555,0,21002,14.4,8,4.68,82,43.98,3145483,0.448
875,875,0.25,154.4559436,0,0,44.4,86,3.49,86,1757.18,3118366,0.636
876,876,4.21,9.758449266,0,142,21.1,49,3.44,35,133.49,3116233,0.373
877,877,6.35,184.8213446,73,1014,18.8,75,3.38,73,2878.84,2997687,0.454
878,878,5.31,3.3021542,98,68,5.8,97,5.86,97,35.13,2992547,0.696
879,879,4.4,16.72142854,0,1379,2.4,54,6.41,42,174.18,2991132,0.386
880,880,15.14,1807.071336,93,0,6.9,93,6.67,93,14341.84,2987773,0.83
881,881,1.46,53.23775977,8,60,21.8,81,3.96,8,423.19,2986536,0.491
882,882,4.25,20.21822828,91,2281,48.8,92,5.25,9,1643.76,2981259,0.679
883,883,0.01,7.097108703,68,3013,17.2,68,7.87,68,63.54,2978599,0.454
884,884,0,0,99,20359,52.7,99,,99,3944.18,2976877,0.733
885,885,0.53,110.6779711,96,195,38.5,97,4.2,97,1882.28,2976724,0.779
886,886,0.01,10.5747282,63,8762,12.6,35,7.8,33,117.50,2966463,0.34
887,887,15.04,1968.816817,93,35,61.4,93,6.59,93,15712.82,2957689,0.834
888,888,0.01,29.65370899,0,3611,22.9,75,4.53,76,528.59,2957117,0.447
889,889,9.81,50.83901418,64,5736,14.8,62,9.86,64,336.46,2955662,0.434
890,890,5.61,36.62206845,99,0,52.6,99,5.87,99,437.54,2947314,0.713
891,891,15.19,2211.744178,94,11,61.9,93,6.55,93,16554.97,2932367,0.841
892,892,5.79,348.0559517,98,0,53.5,98,5.79,98,4114.14,2927519,0.721
893,893,0.01,281.0023992,99,0,51.5,99,4.73,99,4181.58,2923896,0.729
894,894,0.53,101.609245,97,1868,37.4,97,4.1,97,1779.50,2917456,0.776
895,895,3.96,201.1855461,93,0,5.7,94,4.55,93,2993.83,2888584,0.725
896,896,4.46,12.19709744,0,5977,2.2,56,5.91,46,183.41,2884522,0.338
897,897,0.01,79.67936736,66,1989,16.7,66,9.2,66,553.33,2883167,0.448
898,898,10.6,919.1673438,99,353,55,96,5.21,96,8214.19,2882982,0.766
899,899,3.89,274.1526986,95,0,52.6,96,4.48,95,3684.85,2881922,0.732
900,900,4.23,224.3212014,94,2,51.2,96,4.56,94,3218.38,2877311,0.72
901,901,4.09,260.9963826,95,0,51.9,96,3.71,95,3526.98,2875581,0.729
902,902,0.02,4.113190741,0,883,22.3,91,5.31,89,46.95,2873228,0.446
903,903,0,0,91,0,54.2,91,,91,4965.99,2871934,0.729
904,904,4.85,58.4989742,93,1,5.8,93,4.73,93,428.88,2864198,0.7
905,905,0.76,0,66,13,53.2,6,3.23,72,NULL,2863993,0.646
906,906,10.09,44.52614001,64,22,14.5,59,9.36,64,315.79,2854394,0.429
907,907,0.14,146.7606488,56,230,53.8,74,3.69,57,3129.22,2839433,0.636
908,908,3.58,33.17529686,92,1,51.2,93,5.21,92,513.55,2829493,0.722
909,909,0.81,0,84,22,51.3,83,3.55,8,NULL,2824893,0.648
910,910,0.01,253.8285861,99,0,49.2,99,4.22,99,4368.82,2814226,0.712
911,911,0.27,80.15505125,92,1861,18,92,5.69,92,688.62,2798531,0.545
912,912,0,0,64,118,23.3,7,,64,3695.79,2785935,0.531
913,913,3.64,25.62349238,92,0,48.1,94,4.87,92,462.52,2775467,0.714
914,914,0.47,431.5452472,96,153,34.4,97,3.97,97,7326.74,2765383,0.756
915,915,0.01,257.8403154,99,0,48,99,4.45,99,3769.60,2761516,0.701
916,916,3.59,16.97511622,99,0,46.3,99,4.7,99,482.25,2744673,0.706
917,917,0.03,25.87392536,64,1599,15.7,64,8.33,64,373.36,2729431,0.433
918,918,3.67,192.3226305,98,0,45.4,97,4.8,98,3719.97,2728777,0.689
919,919,1.76,30.86000992,0,2875,0,62,3.23,62,361.36,2725535,0.394
920,920,0.24,84.62302524,82,190,16.4,83,6.43,82,592.18,2723137,0.515
921,921,3.48,155.5884677,36,0,44.5,99,4.56,96,3465.22,2712511,0.694
922,922,0.47,438.4519214,97,334,33.4,97,3.47,97,8513.63,2711169,0.747
923,923,3.76,211.1143318,0,0,43.5,99,4.86,99,3596.50,2695446,0.69
924,924,8.33,23.965612,64,11699,22.7,68,3.31,64,479.31,2692466,0.527
925,925,0.22,6.19357029,89,189,15.9,93,6.41,89,48.73,2674113,0.502
926,926,4.61,134.1678932,97,8,45.9,96,5.29,95,1717.90,2668289,0.686
927,927,10.16,4.426792406,44,29429,13.9,57,7.54,59,238.00,2662482,0.418
928,928,4.03,40.53777863,0,0,46.7,95,4.94,95,259.19,2661467,0.686
929,929,3.46,24.82762854,0,0,41.6,95,5.81,93,336.87,2656864,0.682
930,930,1.96,77.27092119,98,823,38.1,94,5.49,96,654.28,2648825,0.626
931,931,0.32,44.12059646,62,9081,51.9,69,5.61,74,1391.82,2631669,0.603
932,932,4.26,181.0123284,96,31,44.9,95,5.58,96,2139.63,2628131,0.673
933,933,8.1,35.95857279,77,8523,22.1,67,4.26,77,484.62,2599834,0.523
934,934,0,0,96,214,56.1,98,,96,8757.26,2596218,0.754
935,935,0.2,45.87989927,69,2838,14.4,91,5.7,89,348.63,2594618,0.476
936,936,0.03,17.17151751,64,1990,14.7,58,7.43,58,272.56,2589345,0.405
937,937,1.59,34.41887163,99,75,37,99,5.11,99,465.12,2586435,0.613
938,938,0.01,151.899429,92,1613,26.7,91,4.79,92,1629.82,2573349,0.563
939,939,10.42,2.690897842,29,49871,13.6,57,7.78,57,24.24,2571848,0.404
940,940,0.91,71.16601203,77,0,17.6,76,4.7,77,415.69,2569121,0.5
941,941,1.19,49.90987221,76,145,21.3,73,5.58,76,566.51,2567666,0.4
942,942,0.2,4.259752532,41,5023,13.9,78,5.72,75,317.89,2564287,0.469
943,943,1.54,28.52135777,99,85,36.4,99,5.17,98,396.13,2556765,0.607
944,944,0.21,31.93187316,27,12074,13.4,8,5.82,8,287.42,2539449,0.463
945,945,11.9,128.0805702,97,12,55.6,95,5.33,96,1136.47,2537875,0.78
946,946,1.47,24.99438738,62,25,35.9,99,5.44,99,383.35,2527185,0.6
947,947,2.75,98.68367951,98,0,42.1,99,5.9,99,998.82,2526446,0.637
948,948,0.49,315.6639322,94,5729,29.8,95,3.74,95,4955.48,2517419,0.731
949,949,1.75,73.24150483,98,0,41.3,99,5.99,99,797.84,2496832,0.621
950,950,1.53,43.66385568,0,22,35.3,99,5.28,99,456.73,2496445,0.594
951,951,0.2,2.79096532,2,13344,12.9,76,5.48,78,253.72,2495623,0.457
952,952,1.31,56.05686428,98,18,4.5,98,6.18,98,646.56,2469286,0.609
953,953,0.48,264.2496129,95,632,28.8,96,3.95,96,4463.68,2468873,0.724
954,954,1.69,195.9824626,94,641,25.5,94,5.33,94,1312.68,2451214,0.547
955,955,1.53,31.09435342,8,1939,21.2,8,3.12,8,373.28,2446782,0.489
956,956,2.43,55.60878216,98,1205,39.8,98,5.81,98,571.52,2443659,0.599
957,957,10.47,22.59447461,0,42554,13,55,6.77,52,257.63,2439274,0.382
958,958,0,0,92,212,35.7,92,,92,4737.67,2425561,0.637
959,959,0,0,69,3,2.5,71,,69,41.86,2423488,0.511
960,960,0.96,5.743393664,74,2321,2.5,73,5.38,74,419.23,2422145,0.39
961,961,2.87,61.84921903,95,10677,39.1,95,5.45,95,524.15,2419776,0.588
962,962,2.79,56.431387,93,925,38.5,94,4.92,94,474.21,2397436,0.582
963,963,1.76,30.72290501,94,101,24.9,94,5.17,94,186.77,2393831,0.542
964,964,0.08,17.9123368,0,9397,11.4,74,5.43,74,231.43,2374911,0.439
965,965,0.53,210.2417002,95,2198,27,95,3.4,96,3915.12,2369897,0.725
966,966,10.4,14.96373588,95,8,56.3,95,5.56,95,822.18,2367487,0.795
967,967,0.01,11.08905273,65,798,13.4,41,8.82,41,198.73,2364851,0.373
968,968,0.01,5.339065673,73,3,2,73,3.4,73,452.46,2358981,0.509
969,969,1.18,39.75216936,74,60,2.1,74,5.43,74,463.85,2352463,0.382
970,970,9.71,10769.36305,91,340,66.1,92,9.42,92,62214.69,2346694,0.936
971,971,1.78,161.0106435,93,82,24.2,92,4.85,93,1224.42,2329864,0.53
972,972,0.8,0,83,19,5.4,83,3.4,79,NULL,2325443,0.651
973,973,0.54,23.37167228,97,6187,26,98,3.4,98,445.17,2318568,0.715
974,974,8.24,478.0644911,98,0,56.3,98,6.15,98,5134.96,2287955,0.761
975,975,0.01,796.8734263,84,86,33.3,84,8.24,84,5749.45,2263934,0.619
976,976,8.81,80.0328375,98,0,56.6,99,6.51,99,6351.81,2263122,0.776
977,977,5.84,25.08688824,0,765,18.2,36,4.54,34,262.42,2262399,0.439
978,978,7.24,916.270845,96,220,54.5,96,8.48,97,12216.94,2248632,0.734
979,979,9,983.2518091,98,193,56.9,94,5.83,94,8297.48,2246871,0.797
980,980,9.92,86.9255399,99,2,57,99,6.37,99,7558.74,2238799,0.791
981,981,0.01,61.39263642,87,831,28.4,86,4.1,87,1441.14,2223994,0.507
982,982,10.4,1099.248837,94,7,57.4,96,6.8,96,9667.98,2218357,0.807
983,983,7.84,7.896234931,82,79,32.5,85,8.78,82,56.97,2215621,0.612
984,984,9.78,180.1095132,98,10,51.9,99,4.36,99,1839.73,2213197,0.708
985,985,0.01,68.55839112,85,609,27.2,85,4.34,85,1255.65,2182383,0.496
986,986,11.84,253.4022338,93,3,58.1,94,6.63,94,16348.53,2177322,0.819
987,987,7.07,249.9101958,69,265,19.3,65,3.84,69,3868.58,2175942,0.468
988,988,0.05,43.17867291,63,14492,16.7,8,2.27,7,899.56,2175859,0.608
989,989,0,0,93,0,32.6,9,,93,173.83,2174645,0.495
990,990,9.62,37.82275031,99,14,52.4,98,4.57,98,2124.87,2173496,0.714
991,991,0.01,662.802194,95,1,37.3,96,5.41,95,7497.76,2168573,0.697
992,992,9.1,10.32588862,96,4189,57.7,89,5.53,89,92.28,2147528,0.798
993,993,0.01,162.1278115,93,0,32,9,1.62,93,1174.84,2145785,0.491
994,994,0.06,33.95837125,62,3825,16,77,2.23,76,747.98,2145652,0.604
995,995,9.85,1137.6237,92,0,58.5,94,6.84,94,12219.37,2141669,0.821
996,996,8.51,665.6427546,99,3196,54.4,97,5.6,97,5828.75,2119376,0.755
997,997,0.78,0,84,26,52.3,83,3.28,8,NULL,2118834,0.65
998,998,0.01,153.3443147,93,516,31.4,9,11.7,93,1196.13,2117361,0.484
999,999,1.03,76.60442169,7,1,18,7,4.86,7,412.74,2115164,0.503
1000,1000,0.01,1.576409172,94,59,59.9,94,5.57,94,12.28,1998979,0.797
1001,1001,6.15,100.8987451,84,240,26,83,5.28,84,1182.87,1997495,0.48
1002,1002,11.58,203.3252124,0,0,52.9,95,8.77,95,1488.47,1995733,0.843
1003,1003,0.01,1542.635979,92,36,6.7,92,5.88,92,15725.14,1993782,0.822
1004,1004,0.01,0,71,740,55.2,5,3.25,41,NULL,1989141,0.635
1005,1005,11.9,161.4473853,0,0,51.2,93,8.26,91,1227.74,1988925,0.818
1006,1006,9.95,2785.139364,93,122,6.5,96,9.36,96,22551.74,1987314,0.839
1007,1007,5.28,294.6571552,0,262,26.5,82,6.52,79,2482.37,1986535,0.554
1008,1008,2.69,9.18432717,9,2,28.3,87,8.47,88,918.43,1982287,0.44
1009,1009,5.01,426.7855662,94,184,34.7,96,6.39,96,5185.73,1979882,0.661
1010,1010,0,0,94,0,61.2,95,,95,13666.58,1977527,0.828
1011,1011,2.61,71.15577609,91,1,27.9,88,7.12,89,915.78,1965662,0.437
1012,1012,7.46,2183.106986,98,3,65.4,99,9.26,99,21874.82,1965211,0.86
1013,1013,0.83,17.98136184,83,403,49.4,83,3.72,8,258.35,1963286,0.644
1014,1014,5.09,203.7322893,0,1278,25.8,78,6.17,77,1713.48,1962147,0.556
1015,1015,0.35,66.02236299,54,31,19.1,87,5.68,87,733.58,1955944,0.408
1016,1016,9.56,287.6124519,92,1,59.9,95,8.3,95,21955.15,1955141,0.83
1017,1017,2.67,57.90369752,87,0,27.4,88,6.3,89,862.95,1949543,0.437
1018,1018,6.56,476.8625872,94,0,34.2,96,5.55,96,5623.38,1946351,0.646
1019,1019,1.49,25.55981288,0,13476,2.1,81,3.56,79,273.66,1942165,0.485
1020,1020,1.8,67.91361818,6,31,26.9,89,6.96,9,781.51,1933728,0.439
